Dialogue Act,Emitter,Text
Other,nareik15,*but
Counteroffer,Gaeilgeoir,i need wheat as well i need wheat as well
Refusal,yiin,"Sorry,  I've no wood"
Offer,nareik15,anyone got wood  but need ore or wheat
Refusal,nareik15,sorry
Other,yiin,ADDTIME
Offer,nareik15,no one??
Refusal,Gaeilgeoir,nope sorry
Offer,yiin,I need wheat.   anyone want sheep?
Refusal,nareik15,no thank you
Counteroffer,Gaeilgeoir,"I'd like sheep  but no wheat to spare,  could trade wood though could trade wood though"
Offer,Gaeilgeoir,anyone have clay or wheat?
Offer,yiin,i have everything else
Counteroffer,Gaeilgeoir,i got wheat  but you got wood?? but you got wood??
Accept,nareik15,yeah
Refusal,yiin,sorry
Accept,Gaeilgeoir,ok deal
Offer,nareik15,"any clay, kieran?"
Refusal,Gaeilgeoir,nope sorry
Other,inca,bravo
Other,Gaeilgeoir,"hey, like the room name"
Other,Gaeilgeoir,evening
Other,Gaeilgeoir,indeed.
Other,Gaeilgeoir,hopefully I can net my first win
Other,inca,you must be doing pretty well?
Other,Gaeilgeoir,"i think it's between me and kieran for the extravagant prize, not sure exactly how it works though"
Other,Gaeilgeoir,best of luck so
Other,inca,"£20, is it?"
Other,inca,cheers
Other,inca,yep
Other,inca,would be quite nice
Other,inca,"if you win, we'll all have had a win"
Other,Gaeilgeoir,that would be a nice ending
Other,inca,indeed. what's happened to carina lately?
Other,inca,"not sure, a few weeks ago she said she was away travelling somewhere, and that we could play without"
Other,inca,haven't heard from her  since
Other,Gaeilgeoir,*without her if necessary
Other,Gaeilgeoir,"ok, fair enough."
Other,inca,elusive German :P
Other,Gaeilgeoir,"haha, indeed"
Other,Gaeilgeoir,http://www.youtube.com/watch?v=aGSKrC7dGcY
Other,inca,tune
Other,inca,like it
Other,Gaeilgeoir,think i'll play it throughout the game
Other,Gaeilgeoir,"haha, nice."
Other,inca,I'm a bit weird when it comes to music. most of my favourite artists are from the 80's/90's
Other,Gaeilgeoir,"heh that's not too weird really, music's taken a bad turn recently"
Other,inca,very true
Other,inca,"i'm sort of a classical musician, but i respect popular music from the time in which it was actually"
Other,Gaeilgeoir,*actually musical
Other,inca,What do you play? I play some piano
Other,inca,"cool, i play trumpet"
Other,inca,and piano very poorly
Other,Gaeilgeoir,what level are you?
Other,Gaeilgeoir,quite mediocre. Grade 5 or 6.
Other,Gaeilgeoir,I enjoy it though
Other,inca,Trumpet sounds great though.
Other,inca,"nice, no shame in that all"
Other,inca,enough to impress people
Other,Gaeilgeoir,and yeah trumpet's great fun
Other,Gaeilgeoir,one more tune for you
Other,Gaeilgeoir,http://www.youtube.com/watch?v=xwtdhWltSIg&feature=related
Other,inca,what classical composers do you like? what classical composers do you like?
Other,Gaeilgeoir,"haha i like this, we played an arrangement of this in my brass band this year"
Other,inca,sweet. any chance that's on youtube? any chance that's on youtube?
Other,inca,can't find it sadly
Other,inca,"i mostly like late romantic /20th century composers, my favourite is shostakovich"
Other,Gaeilgeoir,how about you?
Other,Gaeilgeoir,Most German/Austrian composers from the 18th/19th centuries.
Other,Gaeilgeoir,I particularly like Wagner and Bach.
Other,Gaeilgeoir,Rachmaninov also has some beautiful piano works
Other,inca,And Sibelius. I like him too. There are too many. :P
Other,inca,"haha nice, yeah wagner's awesome"
Other,Gaeilgeoir,particularly for a brass player
Other,Gaeilgeoir,yep.
Other,Gaeilgeoir,I don't know if you know John Field. He was an Irish composer so I'm quite proud of him too. Some gr
Other,inca,Some great piano work
Other,Gaeilgeoir,"ah, no i haven't heard of him"
Other,inca,doesn't look like Kieran's coming
Other,Gaeilgeoir,"indeed, that's a problem"
Other,inca,any response from him at all?
Other,inca,i'll send an e-mail just on the off-chance he's online but forgotten
Other,inca,he definitely said he could play before
Other,inca,"if we can't do it tonight, our last hope really is that we can play it on wednesday"
Other,Gaeilgeoir,if we're allowed to
Other,inca,"unfortunately, I won't be able."
Other,Gaeilgeoir,ah
Other,inca,"But if you want to do so, please go ahead. As I said, I don't mind at this stage"
Other,Gaeilgeoir,"well it would be a shame to exclude you, since you showed up today and all"
Other,inca,"ah god, I'd be online anyway, trust me."
Other,Gaeilgeoir,to be honest i think the fairest thing would be for us to play it now without him
Other,Gaeilgeoir,I have six windows open at once here
Other,Gaeilgeoir,"well, we can start."
Other,inca,"if he comes, we can restart."
Other,inca,"yep, that sounds fair yep, that sounds fair"
Other,Gaeilgeoir,"OK, good luck"
Other,Gaeilgeoir,you too
Other,inca,:)
Offer,Gaeilgeoir,got sheep by any chance? i can give clay or ore
Refusal,inca,"sorry, I've only clay"
Other,Gaeilgeoir,no worries
Other,Gaeilgeoir,"damn, more clay"
Other,Gaeilgeoir,"you've only one resource, is it sheep or wood?"
Other,inca,by any chance
Other,Gaeilgeoir,"you're in luck, it's wood"
Offer,inca,want clay?
Accept,Gaeilgeoir,sure
Other,inca,thank you
Other,Gaeilgeoir,you too
Offer,inca,I can give clay or wheat for a sheep?
Accept,inca,wheat would be good
Other,Gaeilgeoir,cheers
Other,Gaeilgeoir,thank you again
Offer,inca,got any wood? I have clay
Refusal,Gaeilgeoir,"sorry, i have nothing but clay"
Other,inca,np
Other,Gaeilgeoir,usually we're all desperately wanting clay
Other,Gaeilgeoir,so true
Other,inca,"sorry, nobody else to steal from..."
Other,Gaeilgeoir,"haha, i understand"
Other,Gaeilgeoir,enough clay already!!
Other,inca,"ooh, ore, thank you"
Other,Gaeilgeoir,the novely of ore is fast wearing off
Other,inca,haha
Offer,Gaeilgeoir,do you have any wheat or wood? i can give anything else
Refusal,Gaeilgeoir,Sorry :(
Offer,inca,have you any wheat?
Refusal,inca,fraid not
"Counteroffer, Other",Gaeilgeoir,"oh now i do, do you have wood?"
Refusal,inca,"sorry, I don't. :("
Other,Gaeilgeoir,no worries
Refusal,Gaeilgeoir,ore and sheep are all I have
Offer,inca,any clay? I can spare ore or sheep?
"Counteroffer, Accept",Gaeilgeoir,"yep i've got clay, trade for ore? trade for ore?"
Accept,inca,thanks
Other,Gaeilgeoir,and you
Offer,inca,any wheat?
"Refusal, Other",Gaeilgeoir,"nope, sorry"
Offer,inca,I can give a clay or wheat for sheep?
Refusal,inca,"haha, at the risk of being rude, i don't think i can afford to make any trades with you in this situ"
Refusal,Gaeilgeoir,situation
Other,inca,"I thought so. That's no problem, my man ;)"
Other,Gaeilgeoir,well played!
Other,Gaeilgeoir,thank you. I was seriously worried I couldn't get that last point
Other,inca,and I saw your collection of cards building up
Other,inca,"haha, yeah i got very lucky with the VP cards"
Other,Gaeilgeoir,would have been quite a cheap victory
Other,Gaeilgeoir,I kept searching for one but I kept getting stupid soldiers :P
Other,inca,good game though
Other,inca,"haha, could tell"
Other,inca,yep it was
Other,inca,"well, thanks for all your commitment"
Other,Gaeilgeoir,i've enjoyed this
Other,inca,"Me too, hope you get the £20!"
Other,inca,"Haha, fingers crossed!"
Other,Gaeilgeoir,"cheers, maybe see you again in another season of this, or elsewhere"
Other,inca,ciao. best of luck with your future in brass :P
Other,inca,"heh cheers, and best of luck with whatever you do"
Other,inca,see you
Other,gaeilgeoir,"ok, good luck"
Other,gaeilgeoir,likewise
Offer,yiin,"anyone have a clay to spare? I have wood, wheat and sheep"
Refusal,inca,no
"Refusal, Other",gaeilgeoir,"not got any, sorry"
Other,yiin,that's fine
Offer,inca,anyone got sheep... i got ore
Accept,yiin,i do
Offer,inca,anyone got clay... i got wood and wheat
"Refusal, Other",gaeilgeoir,"sorry, nope"
"Refusal, Other",yiin,"no, sorry"
Offer,yiin,anyone got clay
Offer,inca,i got wood
"Refusal, Other",yiin,"still no, sorry"
Offer,inca,who got clay
"Counteroffer, Accept",gaeilgeoir,"me, do you have wood? do you have wood?"
Refusal,yiin,I've literally only one sheep
Accept,gaeilgeoir,yes tons of it
Offer,gaeilgeoir,anyone have clay?
Offer,yiin,I have sheep and wood
"Refusal, Other",inca,no sorry
Counteroffer,gaeilgeoir,i'll trade for sheep
Accept,yiin,deal
Offer,gaeilgeoir,anyone got ore??
Offer,inca,nope
"Refusal, Other",yiin,"nope, sorry"
Offer,yiin,i got wood and sheep
Other,yiin,oh ok oh ok
Offer,gaeilgeoir,anyone got wheat or ore
Refusal,yiin,sorry. :(
Offer,inca,i got sheep and wood
Accept,inca,i have ore now
Counteroffer,yiin,wood? wood?
Accept,inca,thank you
Other,gaeilgeoir,you too
Other,yiin,I'm not getting anything from these rolls :P
Other,gaeilgeoir,lol
Offer,gaeilgeoir,anyone have ore?
Offer,inca,i have wood
Accept,inca,i have plenty
Accept,yiin,sure
"Refusal, Other",gaeilgeoir,no sorry
Other,inca,thanks
Other,gaeilgeoir,you too
Offer,yiin,anyone have wheat? I have sheep and clay
Refusal,inca,nope
"Refusal, Other",gaeilgeoir,"nope, sorry"
Other,gaeilgeoir,it's cool
"Offer, Other",gaeilgeoir,sorry to ask again. anyone got wheat?
Offer,yiin,"I have sheep, clay and ore"
"Counteroffer, Accept",gaeilgeoir,i got but you have ore?? but you have ore??
Accept,yiin,yeah
Accept,gaeilgeoir,then it is a deal
Other,yiin,ty
Other,yiin,np
Offer,yiin,anyone got ore
Offer,gaeilgeoir,i got wheat and wood
Refusal,inca,"no, not now"
"Refusal, Other",inca,"sorry, need my one"
Offer,inca,anyone have ore? i'm drowning in clay
Offer,gaeilgeoir,and wood
"Refusal, Other",yiin,"no, sorry"
Refusal,gaeilgeoir,same here same here
Offer,inca,anyone have wood? I have sheep
Accept,gaeilgeoir,i do
Offer,yiin,anyone got ore or wheat? I have sheep
"Refusal, Other",inca,no sorry
Refusal,gaeilgeoir,sorry
Offer,gaeilgeoir,Anyone got wheat?
Offer,inca,I have sheep
"Refusal, Other",yiin,"none, sorry"
Accept,gaeilgeoir,i got lots of it
Other,inca,thank you
Other,gaeilgeoir,well played
Other,yiin,bravo
Other,gaeilgeoir,first time i win this
Other,yiin,I haven't won yet :(
Other,gaeilgeoir,:)\
Other,gaeilgeoir,except in practise games
Other,inca,well done yiin
Other,yiin,well maybe tonight will be your night
Other,gaeilgeoir,thank you
Other,yiin,what time tonight?
Other,inca,yah
Other,gaeilgeoir,is 10 OK? or would you prefer earlier?
Other,gaeilgeoir,10 is ok
Other,inca,until then
Other,inca,cool
Other,yiin,see you then
Other,inca,i could not play..... my battery only got 21 minutes of gameplay
Other,inca,"that's fine, you've done all your games now"
Other,inca,cheers michael
Other,yiin,see you around
Other,gotwood4sheep,thank you for this opportunity
Other,ljaybrad123,Hey LJ
Other,gotwood4sheep,"hi,"
Other,gotwood4sheep,how's things?
Other,ljaybrad123,hope we'll get full 4player games in this season ;)
Other,ljaybrad123,hopefully!
Other,ljaybrad123,would make a change
Other,gotwood4sheep,"i have a new computer, so hopefully less buggy"
Other,gotwood4sheep,cool cool
Other,gotwood4sheep,I'm on a work laptop ;)
Other,inca,expect I'll be ok too :D
Other,gotwood4sheep,hey hey
Other,ljaybrad123,hello!
Other,gotwood4sheep,hi
Other,gotwood4sheep,halloo!
Other,inca,"all 4, great! all 4, great!"
Other,gotwood4sheep,good luck all
Other,CheshireCatGrin,good luck!
Other,CheshireCatGrin,Hi!
Other,gotwood4sheep,"Just so you know, I'm new to the online league, so still getting used to this board, etc!"
Other,ljaybrad123,no worries!
Other,ljaybrad123,"no worries,"
Other,CheshireCatGrin,it took us a while too
Other,gotwood4sheep,"Haha, hopefully not too long ;)"
Other,ljaybrad123,at least we'll each get 4 games to relearn it :D
Other,gotwood4sheep,playing with 4 people means not many options!
Other,gotwood4sheep,"yeah, indeed! we only had 3 player games in the last league"
Other,inca,except one
Other,inca,same in our league
Other,gotwood4sheep,it's way more fun this way it's way more fun this way
Offer,ljaybrad123,anyone got clay they'd trade?
Refusal,inca,nope
Refusal,CheshireCatGrin,"sorry, nope"
"Counteroffer, Accept",gotwood4sheep,"Sure, got any wood? got any wood?"
Refusal,CheshireCatGrin,"sheep or wheat to trade, am afraid"
Refusal,gotwood4sheep,"Ah, no then, sorry"
Other,gotwood4sheep,no worries!
Offer,gotwood4sheep,anyone for clay?
Offer,inca,(got)
Refusal,gotwood4sheep,afraid not
Offer,gotwood4sheep,will trade sheep or wheat
Offer,ljaybrad123,?
Refusal,CheshireCatGrin,nope
Counteroffer,gotwood4sheep,clay for wheat
Offer,CheshireCatGrin,1 for 1?
Accept,gotwood4sheep,Yep
Accept,gotwood4sheep,deal
Other,gotwood4sheep,the deal mechanism's a bit clunky
Other,ljaybrad123,but i got the hang of it towards the end last season
Other,gotwood4sheep,its ok when you get used to it
Other,gotwood4sheep,the key is to make sure you've checked the right colour box :D the key is to make sure you've checked the right colour box :D
Other,inca,some people traded generously and to the wrong people ;)
Other,ljaybrad123,haha
Other,CheshireCatGrin,ooops
Other,CheshireCatGrin,haha
Other,ljaybrad123,how do you buy development cards?
Other,gotwood4sheep,I think we ended up reasonably even didn't we?
Other,ljaybrad123,yeah
Other,gotwood4sheep,"at the bottom, acard"
Other,ljaybrad123,"click the buy button next to ""card"""
Other,gotwood4sheep,"that has changed, it used to say development card"
Other,gotwood4sheep,you can only buy when text is black
Other,CheshireCatGrin,which means you have enough resources
Other,ljaybrad123,"Ah, I see! Ah, I see! I was only looking only in my little box"
Offer,gotwood4sheep,anyone have clay?
"Refusal, Other",inca,nada sorry
"Refusal, Other",CheshireCatGrin,"sorry, not any more"
"Accept, Other",ljaybrad123,Yep. What do you have? What do you have?
Offer,ljaybrad123,wheat
Offer,CheshireCatGrin,lots of wheat
Counteroffer,ljaybrad123,(I only seem to ever have caly. Lots of clay)
Other,ljaybrad123,lots of 8s recently... lots of 8s recently...
Offer,CheshireCatGrin,2 for 2?
Refusal,CheshireCatGrin,"Haha, wheat is the one thing I don't want"
Other,ljaybrad123,Sorry
Other,gotwood4sheep,I hate this button!
Other,gotwood4sheep,"CCG, I may be interested later :)"
Other,ljaybrad123,"did you 'done' too soon, LJ?"
Other,ljaybrad123,again
Other,gotwood4sheep,as always
Other,inca,it is painfully close to all the other buttons
Other,inca,"ah, i always do that too"
Other,gotwood4sheep,thinking it means 'done' with the trade
Other,gotwood4sheep,ambiguous buttons... ambiguous buttons... ambiguous buttons...
Other,CheshireCatGrin,CCG rolling in clay!
Other,CheshireCatGrin,Haha
Other,inca,Something else might be nice ...
Offer,CheshireCatGrin,could i get one of your many clays CCG? can give you sheep or wood
Counteroffer,CheshireCatGrin,clay for wood
Counteroffer,inca,1 for 1
Accept,inca,cool
Other,CheshireCatGrin,cheers!
Other,gotwood4sheep,:)
Other,gotwood4sheep,consummate execution on the trade :D
Offer,gotwood4sheep,anyone got a sheep?
Offer,ljaybrad123,can offer a wheat
Refusal,CheshireCatGrin,nope
Refusal,inca,nope
"Refusal, Other",gotwood4sheep,"sorry, think i need mine"
Other,CheshireCatGrin,no problemo no problemo no problemo
Offer,ljaybrad123,anyone got a sheep?
Refusal,gotwood4sheep,no
Refusal,inca,only inca
Refusal,gotwood4sheep,sorry
Other,gotwood4sheep,and he's holding his
Other,gotwood4sheep,and the closest I'm at is my avatar
Other,inca,"which i think is a cloud, actually"
Other,gotwood4sheep,haha
Other,CheshireCatGrin,(a sheep with no legs)
Other,ljaybrad123,"haha, ok"
Other,gotwood4sheep,its better than some of them.... :p
Other,ljaybrad123,lol
Other,gotwood4sheep,it looks like a very... intoxicated cloud
Other,gotwood4sheep,maybe it's laughing gas
Other,gotwood4sheep,9s aplenty
Offer,gotwood4sheep,anyone got anything they'd trade for wheat?
Offer,ljaybrad123,i can offer wheat :D
Refusal,CheshireCatGrin,loads of wheat
"Refusal, Other",gotwood4sheep,"don't need any, sorry"
Other,inca,we all seem to have a surfeit. we all seem to have a surfeit. we all seem to have a surfeit. harvests are good
"Refusal, Other",gotwood4sheep,"yep i've got plenty now too, yep i've got plenty now too, sorry"
Offer,ljaybrad123,anyone got clay?
Refusal,inca,nope
Refusal,CheshireCatGrin,afraid not
"Refusal, Other",gotwood4sheep,"not to trade, sorry"
Offer,CheshireCatGrin,not even for an ore?
Other,CheshireCatGrin,oooh
Accept,CheshireCatGrin,"you have me, go on"
Counteroffer,gotwood4sheep,1 for 1?
Accept,gotwood4sheep,sure thing
Other,CheshireCatGrin,"many thanks, hope that was mutually beneficial :)"
Other,gotwood4sheep,"If a 7 doesn't come up, it will be ..."
Other,ljaybrad123,i like it when trading helps all
Offer,gotwood4sheep,anyone have clay?
